,PDBname,affinity
1283,4avs,3.49
1284,4b5s,3.49
1285,4nyj,3.49
1286,5ak6,3.49
1287,5eok,3.49
1288,5fnd,3.49
1289,5i25,3.49
1290,5ybi,3.49
1291,6b0v,3.49
1292,6d9x,3.49
1293,6poi,3.49
1294,3fcl,3.5
1295,4i7p,3.5
1296,4n3w,3.5
1297,4wey,3.5
1298,6gbe,3.5
1299,1gz9,3.51
1300,2ohm,3.51
1301,2r0h,3.51
1302,3nus,3.51
1303,4lpf,3.51
1304,5aqt,3.51
1305,5cp9,3.51
1306,5dtt,3.51
1307,5h1u,3.51
1308,5m4q,3.51
1309,5mby,3.51
1310,5orx,3.51
1311,5qaf,3.51
1312,1imx,3.52
1313,1jys,3.52
1314,1o4d,3.52
1315,1o4f,3.52
1316,1ysg,3.52
1317,2fyv,3.52
1318,2j27,3.52
1319,2vw1,3.52
1320,3c14,3.52
1321,3lcu,3.52
1322,3mfw,3.52
1323,3qw6,3.52
1324,3tf7,3.52
1325,3zlv,3.52
1326,3zly,3.52
1327,4c70,3.52
1328,4eky,3.52
1329,4g93,3.52
1330,4hv7,3.52
1331,4mrz,3.52
1332,4oyo,3.52
1333,4y5i,3.52
1334,5mod,3.52
1335,5ok3,3.52
1336,5qa5,3.52
1337,5vfn,3.52
1338,6eji,3.52
1339,6g25,3.52
1340,2b4m,3.53
1341,2y67,3.53
1342,3avf,3.53
1343,3h06,3.53
1344,3nf6,3.53
1345,4eh3,3.53
1346,4nmr,3.53
1347,4orx,3.53
1348,4ory,3.53
1349,185l,3.54
1350,1vjd,3.54
1351,2jbv,3.54
1352,2o9v,3.54
1353,3blt,3.54
1354,3bm8,3.54
1355,3nf9,3.54
1356,3obq,3.54
1357,4gng,3.54
1358,5ggk,3.54
1359,5qaq,3.54
1360,5v2l,3.54
1361,6f5u,3.54
1362,1v2r,3.55
1363,2ay3,3.55
1364,2cle,3.55
1365,2clf,3.55
1366,2clm,3.55
1367,2hwg,3.55
1368,2n7b,3.55
1369,2qwc,3.55
1370,2xah,3.55
1371,3pjg,3.55
1372,3qvu,3.55
1373,4aji,3.55
1374,4k3m,3.55
1375,4mjr,3.55
1376,4n98,3.55
1377,4nym,3.55
1378,5av0,3.55
1379,5btx,3.55
1380,5dts,3.55
1381,5dva,3.55
1382,5fpk,3.55
1383,5l8t,3.55
1384,5vkm,3.55
1385,6fn9,3.55
1386,6knh,3.55
1387,2hrm,3.56
1388,2lsp,3.56
1389,2ycm,3.56
1390,4joe,3.56
1391,6ccl,3.56
1392,1h46,3.57
1393,1jwm,3.57
1394,1np0,3.57
1395,2l1r,3.57
1396,2rly,3.57
1397,3ej5,3.57
1398,3ff3,3.57
1399,4abg,3.57
1400,4ck3,3.57
1401,4ibb,3.57
1402,4q8x,3.57
1403,4xm7,3.57
1404,5a7b,3.57
1405,5csh,3.57
1406,5enf,3.57
1407,5jz9,3.57
1408,5wpb,3.57
1409,1vjc,3.58
1410,3dx1,3.58
1411,4g19,3.58
1412,4y63,3.58
1413,5q1g,3.58
1414,5ual,3.58
1415,6gjm,3.58
1416,1gww,3.59
1417,1nli,3.59
1418,2gsu,3.59
1419,2nn8,3.59
1420,2pgj,3.59
1421,2pgl,3.59
1422,3sl1,3.59
1423,3x1k,3.59
1424,4cd6,3.59
1425,4cjq,3.59
1426,4k3r,3.59
1427,4q7v,3.59
1428,5mxf,3.59
1429,6dpz,3.59
1430,6egs,3.59
1431,6p8a,3.59
1432,6pg4,3.59
1433,1bo5,3.6
1434,1d1p,3.6
1435,1d7i,3.6
1436,1qw7,3.6
1437,1uys,3.6
1438,1w31,3.6
1439,1zd4,3.6
1440,2bgr,3.6
1441,2fzk,3.6
1442,2oq6,3.6
1443,2q6h,3.6
1444,2qch,3.6
1445,2qpu,3.6
1446,2wp1,3.6
1447,2xdk,3.6
1448,2y68,3.6
1449,3afk,3.6
1450,3b3x,3.6
1451,3bb1,3.6
1452,3g0i,3.6
1453,3jdw,3.6
1454,3kn0,3.6
1455,3m3o,3.6
1456,3pke,3.6
1457,3t2p,3.6
1458,4b3b,3.6
1459,4c1y,3.6
1460,4meo,3.6
1461,4meq,3.6
1462,5dqf,3.6
1463,5lvr,3.6
1464,5qac,3.6
1465,5ujv,3.6
1466,5y97,3.6
1467,6ahi,3.6
1468,6gx3,3.6
1469,8gpb,3.6
1470,1g9s,3.61
1471,2kff,3.61
1472,2l98,3.61
1473,2vfz,3.61
1474,3ftu,3.61
1475,3jzj,3.61
1476,3sk2,3.61
1477,4a4c,3.61
1478,4ln2,3.61
1479,4qp1,3.61
1480,5c91,3.61
1481,5lud,3.61
1482,5oqu,3.61
1483,5thi,3.61
1484,6beb,3.61
1485,6mmc,3.61
1486,1pb9,3.62
1487,3pcc,3.62
1488,3st6,3.62
1489,3udj,3.62
1490,4bkt,3.62
1491,4fxj,3.62
1492,4nrc,3.62
1493,4rrf,3.62
1494,4wy3,3.62
1495,4yym,3.62
1496,5qae,3.62
1497,5qao,3.62
1498,6mll,3.62
1499,6mmq,3.62
1500,6pge,3.62
1501,3fuj,3.63
1502,3jpx,3.63
1503,3rxm,3.63
1504,4mm7,3.63
1505,5dqe,3.63
1506,5ork,3.63
1507,1gyy,3.64
1508,1j5i,3.64
1509,2azr,3.64
1510,2pem,3.64
1511,2qwg,3.64
1512,2rk8,3.64
1513,3px8,3.64
1514,4bdi,3.64
1515,4gui,3.64
1516,4iuo,3.64
1517,5hog,3.64
1518,5qa9,3.64
1519,6ccs,3.64
1520,6g28,3.64
1521,1b9v,3.65
1522,3vws,3.65
1523,4agl,3.65
1524,4y4v,3.65
1525,5aqk,3.65
1526,5o1s,3.65
1527,5qab,3.65
1528,5yum,3.65
1529,6gg5,3.65
1530,6v5l,3.65
1531,1l6y,3.66
1532,2qv7,3.66
1533,2rny,3.66
1534,2v00,3.66
1535,3buh,3.66
1536,3ex6,3.66
1537,3iny,3.66
1538,3oy8,3.66
1539,3pcn,3.66
1540,3t2q,3.66
1541,3tsd,3.66
1542,4aia,3.66
1543,4fl2,3.66
1544,5b6c,3.66
1545,5ggn,3.66
1546,5kh7,3.66
1547,5m17,3.66
1548,5nzn,3.66
1549,5qak,3.66
1550,6cq1,3.66
1551,6dyr,3.66
1552,2bve,3.67
1553,3fts,3.67
1554,3h2m,3.67
1555,3h2n,3.67
1556,4cig,3.67
1557,4ibd,3.67
1558,4lnp,3.67
1559,4mww,3.67
1560,4n99,3.67
1561,5er5,3.67
1562,5fog,3.67
1563,5fol,3.67
1564,5vdq,3.67
1565,6fzu,3.67
1566,6mlh,3.67
1567,1c3x,3.68
1568,1qsc,3.68
1569,2x6x,3.68
1570,2za3,3.68
1571,3ioc,3.68
1572,3isj,3.68
1573,3uwl,3.68
1574,4aje,3.68
1575,4io7,3.68
1576,4isu,3.68
1577,4mx1,3.68
1578,4oru,3.68
1579,5f3t,3.68
1580,5wxo,3.68
1581,6cfc,3.68
1582,1l2z,3.69
1583,2a8g,3.69
1584,3clp,3.69
1585,3d7b,3.69
1586,4gwi,3.69
1587,4ovg,3.69
1588,4tte,3.69
1589,5ai0,3.69
1590,5dkn,3.69
1591,5os7,3.69
1592,6fdu,3.69
1593,6gg4,3.69
1594,6gmd,3.69
1595,6ipm,3.69
1596,6njh,3.69
1597,1bcj,3.7
1598,1e37,3.7
1599,1fwu,3.7
1600,1gz3,3.7
1601,1gz4,3.7
1602,1h0r,3.7
1603,1i43,3.7
1604,1loq,3.7
1605,1pdz,3.7
1606,1uy6,3.7
1607,1uy7,3.7
1608,1uyd,3.7
1609,1uye,3.7
1610,1w70,3.7
1611,1wht,3.7
1612,2bjm,3.7
1613,2bmz,3.7
1614,2bvr,3.7
1615,2fx6,3.7
1616,3ex2,3.7
1617,3ful,3.7
1618,3kd7,3.7
1619,3l59,3.7
1620,3mrt,3.7
1621,3n7a,3.7
1622,3zlw,3.7
1623,4ayt,3.7
1624,4ayx,3.7
1625,4b2d,3.7
1626,4kza,3.7
1627,4l7h,3.7
1628,4l7j,3.7
1629,4o4k,3.7
1630,4pji,3.7
1631,5c6o,3.7
1632,5c6p,3.7
1633,5c87,3.7
1634,5dy7,3.7
1635,5dya,3.7
1636,5em3,3.7
1637,5eva,3.7
1638,5ewd,3.7
1639,5g43,3.7
1640,5hn0,3.7
1641,5j41,3.7
1642,5jer,3.7
1643,5qag,3.7
1644,5vdu,3.7
1645,5vdv,3.7
1646,5vdw,3.7
1647,6chm,3.7
1648,6gjj,3.7
1649,6mlp,3.7
1650,6pg6,3.7
1651,6prg,3.7
1652,2vfk,3.71
1653,3fj7,3.71
1654,3g32,3.71
1655,3wkc,3.71
1656,4k5m,3.71
1657,4mjq,3.71
1658,6frj,3.71
1659,6mnp,3.71
1660,1ai5,3.72
1661,1fwv,3.72
1662,1grp,3.72
1663,1ugy,3.72
1664,2am4,3.72
1665,2h9p,3.72
1666,2r23,3.72
1667,2yde,3.72
1668,3f5l,3.72
1669,3ms2,3.72
1670,3q6z,3.72
1671,4jog,3.72
1672,4tk1,3.72
1673,4tk2,3.72
1674,4tln,3.72
1675,4ufm,3.72
1676,5enh,3.72
1677,5qas,3.72
1678,6d1h,3.72
1679,6qtq,3.72
1680,1b2m,3.73
1681,2vta,3.73
1682,3ati,3.73
1683,3fjg,3.73
1684,3h91,3.73
1685,3rxd,3.73
1686,4fz3,3.73
1687,4y5s,3.73
1688,6g46,3.73
1689,6iou,3.73
1690,1f5k,3.74
1691,1ihy,3.74
1692,1oh4,3.74
1693,2dwx,3.74
1694,2wq5,3.74
1695,2xp4,3.74
1696,3kpv,3.74
1697,3mrv,3.74
1698,3v30,3.74
1699,4bv2,3.74
1700,4pre,3.74
1701,4yk0,3.74
1702,4yux,3.74
1703,5a7c,3.74
1704,5khj,3.74
1705,6cef,3.74
1706,6gjr,3.74
1707,6gxu,3.74
1708,6mlw,3.74
1709,2iyf,3.75
1710,2pyi,3.75
1711,3d6p,3.75
1712,3gep,3.75
1713,4kov,3.75
1714,5l4h,3.75
1715,5ldo,3.75
1716,2x09,3.76
1717,3d6q,3.76
1718,4c6x,3.76
1719,4tu4,3.76
1720,4w52,3.76
1721,5jid,3.76
1722,5qa6,3.76
1723,5x9h,3.76
1724,6bhh,3.76
1725,1kui,3.77
1726,1mpl,3.77
1727,2uuo,3.77
1728,2v2h,3.77
1729,2xaj,3.77
1730,2y9g,3.77
1731,3ao2,3.77
1732,3fum,3.77
1733,3hav,3.77
1734,3kqm,3.77
1735,3nuu,3.77
1736,3s0j,3.77
1737,3vi2,3.77
1738,3wkd,3.77
1739,4j86,3.77
1740,4k8o,3.77
1741,4q46,3.77
1742,4w5a,3.77
1743,5ewh,3.77
1744,5h7h,3.77
1745,5n7b,3.77
1746,5orr,3.77
1747,5qa4,3.77
1748,5qa8,3.77
1749,5qad,3.77
1750,5qar,3.77
1751,5v8o,3.77
1752,6euc,3.77
1753,6ewk,3.77
1754,6fuh,3.77
1755,6hgs,3.77
1756,6qmd,3.77
1757,3nq3,3.78
1758,3qi3,3.78
1759,4dhm,3.78
1760,4klv,3.78
1761,4tnw,3.78
1762,5aqf,3.78
1763,6g0v,3.78
1764,1wbv,3.79
1765,2clk,3.79
1766,2xtk,3.79
1767,4xqb,3.79
1768,5etf,3.79
1769,5mos,3.79
1770,6g2a,3.79
1771,1kug,3.8
1772,1li6,3.8
1773,1nje,3.8
1774,1ybo,3.8
1775,2ggd,3.8
1776,2hb1,3.8
1777,3as3,3.8
1778,3nfk,3.8
1779,3q2m,3.8
1780,3t09,3.8
1781,3vv6,3.8
1782,3zlx,3.8
1783,4ajl,3.8
1784,4odk,3.8
1785,4umr,3.8
1786,4yb7,3.8
1787,5aib,3.8
1788,5ech,3.8
1789,5eci,3.8
1790,5h1t,3.8
1791,5lg3,3.8
1792,5qax,3.8
1793,5qb0,3.8
1794,5uf0,3.8
1795,6bnh,3.8
1796,6g2b,3.8
1797,6pi1,3.8
1798,1mxl,3.81
1799,2hu6,3.81
1800,2jup,3.81
1801,2o9a,3.81
1802,2ou7,3.81
1803,3ai8,3.81
1804,3lce,3.81
1805,4q9s,3.81
1806,5wbf,3.81
1807,6irt,3.81
1808,1hn4,3.82
1809,2gfj,3.82
1810,3g2h,3.82
1811,3sgt,3.82
1812,3tiz,3.82
1813,3ud5,3.82
1814,4aba,3.82
1815,4bks,3.82
1816,4egi,3.82
1817,4fl3,3.82
1818,4keq,3.82
1819,4mmm,3.82
1820,4y2t,3.82
1821,5d7e,3.82
1822,5qai,3.82
1823,5vfm,3.82
1824,6e1z,3.82
1825,6ipl,3.82
1826,6mt4,3.82
1827,1r0x,3.83
1828,1r10,3.83
1829,1yhm,3.83
1830,2osf,3.83
1831,4ozo,3.83
1832,6f5w,3.83
1833,1bky,3.84
1834,1j15,3.84
1835,1j16,3.84
1836,1utj,3.84
1837,2k4i,3.84
1838,3ck8,3.84
1839,3lzz,3.84
1840,3ril,3.84
1841,4bt9,3.84
1842,4ce2,3.84
1843,4d9p,3.84
1844,4kv9,3.84
1845,5acw,3.84
1846,5mnn,3.84
1847,5mno,3.84
1848,5mo2,3.84
1849,5qah,3.84
1850,6eks,3.84
1851,1n1t,3.85
1852,1n1v,3.85
1853,1sre,3.85
1854,1vcu,3.85
1855,2ncz,3.85
1856,2vhq,3.85
1857,2wzs,3.85
1858,2yb0,3.85
1859,3kqo,3.85
1860,3mv0,3.85
1861,3wq5,3.85
1862,4ivk,3.85
1863,4kiu,3.85
1864,5btv,3.85
1865,5dhp,3.85
1866,5qat,3.85
1867,5tha,3.85
1868,5wkh,3.85
1869,6czd,3.85
1870,6ovz,3.85
1871,6pg8,3.85
1872,3lbz,3.86
1873,3rtx,3.86
1874,3spf,3.86
1875,4bnt,3.86
1876,4i9u,3.86
1877,5dtq,3.86
1878,5g4m,3.86
1879,5ldm,3.86
1880,5oh9,3.86
1881,5wxg,3.86
1882,5ylj,3.86
1883,6gjl,3.86
1884,1aj7,3.87
1885,1v16,3.87
1886,2f6y,3.87
1887,2y55,3.87
1888,3g2l,3.87
1889,3h03,3.87
1890,3npa,3.87
1891,3w5n,3.87
1892,3wjw,3.87
1893,4ab8,3.87
1894,4ijl,3.87
1895,4nbk,3.87
1896,5iyv,3.87
1897,5oh3,3.87
1898,5wkf,3.87
1899,6b7f,3.87
1900,6gji,3.87
1901,3dda,3.88
1902,3si4,3.88
1903,4mjp,3.88
1904,4prb,3.88
1905,5afk,3.88
1906,5eqe,3.88
1907,5lm4,3.88
1908,5mk1,3.88
1909,6klk,3.88
1910,6mt6,3.88
1911,1m0q,3.89
1912,1xfv,3.89
1913,2ctc,3.89
1914,2x85,3.89
1915,2xiz,3.89
1916,3iae,3.89
1917,3obx,3.89
1918,3src,3.89
1919,3ti1,3.89
1920,3u4i,3.89
1921,3umo,3.89
1922,4aj4,3.89
1923,4dgb,3.89
1924,4dhn,3.89
1925,4lqy,3.89
1926,4nl1,3.89
1927,4ufk,3.89
1928,5etu,3.89
1929,5iu6,3.89
1930,5kde,3.89
1931,6ckl,3.89
1932,1avn,3.9
1933,1exw,3.9
1934,1slg,3.9
1935,2gvv,3.9
1936,2qw1,3.9
1937,2rkm,3.9
1938,2vhj,3.9
1939,2vuk,3.9
1940,2wor,3.9
1941,2wos,3.9
1942,2xel,3.9
1943,2xpc,3.9
1944,3wk7,3.9
1945,3zj8,3.9
1946,3zvw,3.9
1947,4k5n,3.9
1948,4kqq,3.9
1949,4kqr,3.9
1950,4men,3.9
1951,4n9c,3.9
1952,4qgi,3.9
1953,5ai8,3.9
1954,5lzj,3.9
1955,5mli,3.9
1956,5nzm,3.9
1957,6c85,3.9
1958,6cjj,3.9
1959,9icd,3.9
1960,1kuk,3.91
1961,2oei,3.91
1962,2vte,3.91
1963,3l5b,3.91
1964,5b1s,3.91
1965,5qaa,3.91
1966,6d1b,3.91
1967,6min,3.91
1968,1ahx,3.92
1969,1pr5,3.92
1970,2l8r,3.92
1971,2vth,3.92
1972,2yim,3.92
1973,3ap4,3.92
1974,3fgc,3.92
1975,3gk4,3.92
1976,3twp,3.92
1977,3uih,3.92
1978,3zhf,3.92
1979,4i2w,3.92
1980,4pd7,3.92
1981,5axi,3.92
1982,5hn7,3.92
1983,5t1i,3.92
1984,6g9x,3.92
1985,6hzy,3.92
1986,1h5v,3.93
1987,2a5b,3.93
1988,2cbz,3.93
1989,3jvk,3.93
1990,3qi4,3.93
1991,4dho,3.93
1992,6d49,3.93
1993,6d4a,3.93
1994,6g9i,3.93
1995,1v1m,3.94
1996,1z3t,3.94
1997,2h9n,3.94
1998,2v3d,3.94
1999,3bwk,3.94
2000,3pp7,3.94
2001,3t0m,3.94
2002,4fcm,3.94
2003,4hv3,3.94
2004,4k3q,3.94
2005,4kva,3.94
2006,4rgd,3.94
2007,5lws,3.94
2008,5o1g,3.94
2009,2lo6,3.95
2010,2xvn,3.95
2011,3c0z,3.95
2012,3fsj,3.95
2013,3kze,3.95
2014,4bi6,3.95
2015,5f5b,3.95
2016,5fou,3.95
2017,5izc,3.95
2018,5m5d,3.95
2019,5o1c,3.95
2020,6cbg,3.95
2021,6fdq,3.95
2022,6jaq,3.95
2023,1mrs,3.96
2024,1x9d,3.96
2025,2ad5,3.96
2026,2fpz,3.96
2027,2kvm,3.96
2028,2l1b,3.96
2029,2odd,3.96
2030,2vi5,3.96
2031,2wec,3.96
2032,3c39,3.96
2033,3gt9,3.96
2034,3h2a,3.96
2035,3uxg,3.96
2036,4ac3,3.96
2037,4ce3,3.96
2038,4gqr,3.96
2039,4joj,3.96
2040,4yyn,3.96
2041,4zmf,3.96
2042,5c3k,3.96
2043,5ofx,3.96
2044,5qa7,3.96
2045,5qan,3.96
2046,5yvt,3.96
2047,6fgf,3.96
2048,6npm,3.96
2049,1ai6,3.97
2050,1l5q,3.97
2051,2flh,3.97
2052,3fu6,3.97
2053,4aa2,3.97
2054,4agn,3.97
2055,4ibg,3.97
2056,4twy,3.97
2057,6ha4,3.97
2058,1v11,3.98
2059,2l7u,3.98
2060,2uup,3.98
2061,3b3c,3.98
2062,4agm,3.98
2063,4k5o,3.98
2064,5c7f,3.98
2065,5c85,3.98
2066,5f2w,3.98
2067,5jdc,3.98
2068,5jek,3.98
2069,5os8,3.98
2070,5yj8,3.98
2071,6bef,3.98
2072,6fx1,3.98
2073,6rih,3.98
2074,1ax2,3.99
2075,1rpf,3.99
2076,2g8r,3.99
2077,2q8y,3.99
2078,3chg,3.99
2079,4edu,3.99
2080,4i7l,3.99
2081,4u2y,3.99
2082,4w53,3.99
2083,5jim,3.99
2084,5t70,3.99
2085,1a7c,4.0
2086,1a86,4.0
2087,1e5j,4.0
2088,1fhr,4.0
2089,1gfz,4.0
2090,1j4k,4.0
2091,1jyi,4.0
2092,1kqb,4.0
2093,1lgw,4.0
2094,1mx1,4.0
2095,1nu3,4.0
2096,1s9v,4.0
2097,1tlo,4.0
2098,1tni,4.0
2099,1utt,4.0
2100,1wc1,4.0
2101,1wc6,4.0
2102,1z3c,4.0
2103,2bow,4.0
2104,2brp,4.0
2105,2buv,4.0
2106,2c8y,4.0
2107,2j9l,4.0
2108,2ja3,4.0
2109,2kfx,4.0
2110,2kp8,4.0
2111,2ohr,4.0
2112,2ot1,4.0
2113,2qcg,4.0
2114,2qrl,4.0
2115,2rin,4.0
2116,2whp,4.0
2117,3a1c,4.0
2118,3c4e,4.0
2119,3fck,4.0
2120,3ijh,4.0
2121,3qzt,4.0
2122,3r9h,4.0
2123,3r9o,4.0
2124,3rpr,4.0
2125,3rzb,4.0
2126,3tvl,4.0
2127,3vd9,4.0
2128,4ai8,4.0
2129,4ayw,4.0
2130,4bcw,4.0
2131,4cfu,4.0
2132,4gjb,4.0
2133,4gxs,4.0
2134,4iz0,4.0
2135,4l7g,4.0
2136,4p6c,4.0
2137,4tuh,4.0
2138,4ucd,4.0
2139,4umb,4.0
2140,4usj,4.0
2141,4wym,4.0
2142,4ylu,4.0
2143,5a5p,4.0
2144,5akk,4.0
2145,5bvk,4.0
2146,5f04,4.0
2147,5f0c,4.0
2148,5f27,4.0
2149,5fpp,4.0
2150,5g4n,4.0
2151,5h1v,4.0
2152,5j6s,4.0
2153,5jao,4.0
2154,5jv2,4.0
2155,5kql,4.0
2156,5mgk,4.0
2157,5npc,4.0
2158,5npe,4.0
2159,5nw8,4.0
2160,5ous,4.0
2161,5qam,4.0
2162,5qap,4.0
2163,5wcm,4.0
2164,6axq,4.0
2165,6cvd,4.0
2166,6eh2,4.0
2167,6em6,4.0
2168,6hry,4.0
2169,6hrz,4.0
2170,6i15,4.0
2171,6i16,4.0
2172,6rnu,4.0
2173,6uvp,4.0
2174,1b42,4.01
2175,1c5z,4.01
2176,1v2w,4.01
2177,2aoi,4.01
2178,2vtl,4.01
2179,2xz5,4.01
2180,3fzn,4.01
2181,3kqw,4.01
2182,3s3k,4.01
2183,4eym,4.01
2184,5auz,4.01
2185,5hlb,4.01
2186,5hn8,4.01
2187,5tg5,4.01
2188,5wf7,4.01
2189,5xof,4.01
2190,6bec,4.01
2191,6fam,4.01
2192,6rk4,4.01
2193,2wvz,4.02
2194,3as1,4.02
2195,3ddb,4.02
2196,3np7,4.02
2197,3po1,4.02
2198,3ztd,4.02
2199,4k8a,4.02
2200,5e3d,4.02
2201,5glu,4.02
2202,5thn,4.02
2203,5u5k,4.02
2204,5vsj,4.02
2205,6bgg,4.02
2206,1mv0,4.03
2207,2ohp,4.03
2208,2q8m,4.03
2209,2qrm,4.03
2210,2rm0,4.03
2211,2w0z,4.03
2212,2x96,4.03
2213,3bxh,4.03
2214,3mt7,4.03
2215,3nq9,4.03
2216,3ueo,4.03
2217,4bi2,4.03
2218,4kab,4.03
2219,4msn,4.03
2220,4pri,4.03
2221,4wmv,4.03
2222,5e2l,4.03
2223,5fow,4.03
2224,5hng,4.03
2225,5nzf,4.03
2226,5oui,4.03
2227,5w4s,4.03
2228,5xo2,4.03
2229,5yqn,4.03
2230,6cze,4.03
2231,6ex0,4.03
2232,6fns,4.03
2233,6hni,4.03
2234,1hi5,4.04
2235,1l7x,4.04
2236,1li2,4.04
2237,2c02,4.04
2238,4nmp,4.04
2239,4ps0,4.04
2240,4y2v,4.04
2241,5epr,4.04
2242,6at0,4.04
2243,6i0z,4.04
2244,6qlt,4.04
2245,1awi,4.05
2246,1pwy,4.05
2247,1r4w,4.05
2248,1toi,4.05
2249,1tuf,4.05
2250,2rk7,4.05
2251,2w66,4.05
2252,3ck7,4.05
2253,3d9n,4.05
2254,3fjz,4.05
2255,3isw,4.05
2256,3n8k,4.05
2257,3qx9,4.05
2258,3thd,4.05
2259,4xm6,4.05
2260,4y32,4.05
2261,5gof,4.05
2262,5mk3,4.05
2263,5mob,4.05
2264,5vdp,4.05
2265,2clh,4.06
2266,2clo,4.06
2267,2loz,4.06
2268,3h2f,4.06
2269,3m3c,4.06
2270,4b85,4.06
2271,4fem,4.06
2272,5h9s,4.06
2273,5mge,4.06
2274,5om2,4.06
2275,5or9,4.06
2276,5x4o,4.06
2277,8a3h,4.06
2278,1at6,4.07
2279,1gj4,4.07
2280,1hyo,4.07
2281,1wax,4.07
2282,2v2v,4.07
2283,2va5,4.07
2284,2vtd,4.07
2285,2wgi,4.07
2286,2x5o,4.07
2287,3avb,4.07
2288,3mag,4.07
2289,3mct,4.07
2290,4bdb,4.07
2291,4eft,4.07
2292,4jok,4.07
2293,4xmr,4.07
2294,5mpz,4.07
2295,5ot9,4.07
2296,6agg,4.07
2297,6dai,4.07
2298,6i18,4.07
2299,1lb6,4.08
2300,1n2v,4.08
2301,1y2g,4.08
2302,1yci,4.08
2303,2auc,4.08
2304,2d06,4.08
2305,2kmx,4.08
2306,2rke,4.08
2307,2z1w,4.08
2308,3f8w,4.08
2309,3kwa,4.08
2310,3r42,4.08
2311,3rxo,4.08
2312,4xdo,4.08
2313,5a5z,4.08
2314,5ksu,4.08
2315,1ai7,4.09
2316,1jn2,4.09
2317,1o0n,4.09
2318,1y2b,4.09
2319,2lk1,4.09
2320,2v88,4.09
2321,3chc,4.09
2322,3g2n,4.09
2323,3rmf,4.09
2324,4b9z,4.09
2325,4bdf,4.09
2326,4c1h,4.09
2327,4fxp,4.09
2328,4mji,4.09
2329,4p72,4.09
2330,4qkd,4.09
2331,5var,4.09
2332,6beh,4.09
2333,6d1i,4.09
2334,1c5t,4.1
2335,1gwm,4.1
2336,1lxf,4.1
2337,1odj,4.1
2338,1rry,4.1
2339,1rzx,4.1
2340,2bvs,4.1
2341,2f18,4.1
2342,2qiq,4.1
2343,2qju,4.1
2344,2uw3,4.1
2345,2xuc,4.1
2346,3b78,4.1
2347,3ewz,4.1
2348,3gk1,4.1
2349,3iod,4.1
2350,4c66,4.1
2351,4cr9,4.1
2352,4do3,4.1
2353,4k6t,4.1
2354,4p75,4.1
2355,4uyd,4.1
2356,5cc2,4.1
2357,5hv1,4.1
2358,5kat,4.1
2359,5om3,4.1
2360,5t7s,4.1
2361,5w7x,4.1
2362,6c98,4.1
2363,6djj,4.1
2364,6dpy,4.1
2365,6f6d,4.1
2366,6ios,4.1
2367,6psb,4.1
2368,6sze,4.1
2369,1d6s,4.11
2370,1p19,4.11
2371,1z3v,4.11
2372,2c1n,4.11
2373,2exm,4.11
2374,2o9k,4.11
2375,2uw8,4.11
2376,3d6o,4.11
2377,3l5d,4.11
2378,3ncr,4.11
2379,3oyw,4.11
2380,3v4t,4.11
2381,4bdh,4.11
2382,4ih5,4.11
2383,4lh6,4.11
2384,5dnu,4.11
2385,5e6o,4.11
2386,5fnc,4.11
2387,5kam,4.11
2388,5mtv,4.11
2389,6jjn,4.11
2390,6nfg,4.11
2391,1bsk,4.12
2392,1e55,4.12
2393,1i33,4.12
2394,1uy8,4.12
2395,3a1d,4.12
2396,3fu5,4.12
2397,3ivc,4.12
2398,3ivq,4.12
2399,3mam,4.12
2400,3mkn,4.12
2401,3th0,4.12
2402,4aa1,4.12
2403,4bdg,4.12
2404,4de2,4.12
2405,4kxb,4.12
2406,4mi3,4.12
2407,4qfn,4.12
2408,4whq,4.12
2409,4whr,4.12
2410,4whs,4.12
2411,4zow,4.12
2412,5o5h,4.12
2413,6cvv,4.12
2414,6g92,4.12
2415,1v2q,4.13
2416,3ozt,4.13
2417,3qto,4.13
2418,4hxj,4.13
2419,4ovf,4.13
2420,4yc0,4.13
2421,6rhe,4.13
2422,1gny,4.14
2423,3adu,4.14
2424,3sna,4.14
2425,3t4n,4.14
2426,3tvx,4.14
2427,4cc3,4.14
2428,4i7m,4.14
2429,4ibi,4.14
2430,4k6u,4.14
2431,4trw,4.14
2432,5dq8,4.14
2433,5fpi,4.14
2434,5lvq,4.14
2435,5v5o,4.14
2436,6cct,4.14
2437,1m2x,4.15
2438,1om9,4.15
2439,1q91,4.15
2440,2alv,4.15
2441,2mc1,4.15
2442,2toh,4.15
2443,2v2q,4.15
2444,2vt3,4.15
2445,2xg9,4.15
2446,3a9i,4.15
2447,3axk,4.15
2448,3c8e,4.15
2449,3d51,4.15
2450,3dz2,4.15
2451,3m56,4.15
2452,3q8h,4.15
2453,3r9d,4.15
2454,3sur,4.15
2455,3sus,4.15
2456,3wk9,4.15
2457,4abh,4.15
2458,4cr5,4.15
2459,4esi,4.15
2460,4ibe,4.15
2461,4kz4,4.15
2462,4o45,4.15
2463,4ok3,4.15
2464,5aan,4.15
2465,5afm,4.15
2466,5njx,4.15
2467,5ow1,4.15
2468,5oy3,4.15
2469,5qau,4.15
2470,5qav,4.15
2471,5qb2,4.15
2472,6h0b,4.15
2473,6n9t,4.15
2474,3d3x,4.16
2475,3qzv,4.16
2476,3si3,4.16
2477,4bi1,4.16
2478,4jkw,4.16
2479,4klb,4.16
2480,5epp,4.16
2481,5fyx,4.16
2482,5ito,4.16
